horizon,n,MAE,RMSE,sMAPE,R2,Bias,model,station_id,station_name,site_type,seed,epochs,train_start,method_version
6,11065,4.901454471989664,7.243097806367096,44.281370479353114,0.2135149206066359,-0.25856520684930034,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,5.000819998112298,7.501508238795328,45.01751069753877,0.15542670743075981,-0.7845966432437173,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,5.186422388808413,7.6596732373189935,46.48993616276014,0.11725658770813985,-0.2764984532308643,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,5.229434352493696,7.779089160422106,47.129309499509816,0.08968720790566675,-0.5834509238284258,hybrid_static,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,3.716590453410428,5.194858632686528,36.918220927889365,0.5953002841167991,-0.17226202565274984,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
6,11065,4.845551929419656,7.227372441294085,43.700888986630055,0.21692626188830155,-0.5481914702258032,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,4.998405712950783,7.49950627603776,44.89370611589116,0.15587743776591434,-0.8549861610920056,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,5.134579647475891,7.680366696672082,45.90277727289243,0.11248048576718139,-0.6275962203092517,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,5.1788419774075285,7.785242974913565,46.52277481879672,0.08824639351573194,-0.829846843887996,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,2.9813827383184237,4.388762539797326,31.752749228943372,0.7111518442621014,-0.0017171259250675377,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
6,11065,4.778400361404161,6.8279009554679835,46.95545939180634,0.3010981116227509,0.007591504892826726,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,5.471336044646975,7.989877708909433,51.295417786074296,0.041878850119470123,0.03262539553900838,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,5.7602801626221325,8.583260177276376,52.68552813127854,-0.10845624248704255,0.05255309549382085,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,6.4935231211144515,9.646922536743785,57.1072552744158,-0.3999442132121813,0.08685042942965457,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,5.7437867148137265,8.56810973258756,52.45292753258271,-0.10091926637902393,-0.049344780692351764,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
6,11065,5.747446904601345,8.574967040425506,52.47661103384737,-0.10231751325583116,-0.03185720726261837,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
12,11065,5.750248531352363,8.579176499788007,52.53387873594985,-0.10466696859443103,0.003840940048723698,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
24,11065,5.7602801626221325,8.583260177276376,52.68552813127854,-0.10845624248704255,0.05255309549382085,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
48,11065,6.4935231211144515,9.646922536743785,57.1072552744158,-0.3999442132121813,0.08685042942965457,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
1,11065,2.8635102509024777,4.055696860585111,29.818307755400635,0.7533299593335417,0.07667985718496989,xgboost,MY1,London Marylebone Road,Urban Traffic,3,30,2021-01-01 00:00:00+00:00,gated_residual_v2
