horizon,mean_diff,ci_low,ci_high,station_id,seed
12,-0.1433964421089992,-0.20057633829691907,-0.0831122169240031,KC1,0
24,-0.17509004988276217,-0.24122402363270737,-0.10825478128728211,KC1,0
48,-0.09797395098322985,-0.15965575995438075,-0.03433658488985409,KC1,0
1,-2.1952209612704703,-2.4309909854864302,-1.9513042877648739,KC1,1
6,-0.005021743395409575,-0.0514339876848752,0.03785077477901044,KC1,1
12,-0.0835271757039081,-0.14338887979602394,-0.03086047625998579,KC1,1
24,-0.03384248888153764,-0.09921559242806482,0.025902497617294795,KC1,1
48,-0.12537359661029138,-0.19885329991306797,-0.05057730372315566,KC1,1
1,-2.0590904078350816,-2.2729290802094293,-1.843415503494209,KC1,2
6,-0.08917814494859157,-0.14155129515860626,-0.044627646530442766,KC1,2
12,-0.0020379528897491155,-0.05287934873136338,0.050251718027461444,KC1,2
24,-0.03474691480990314,-0.09647659454731153,0.02628026591760411,KC1,2
48,0.0220114732784222,-0.03200974448508242,0.07544426028501787,KC1,2
1,-2.0076436390092214,-2.205297299821324,-1.8242843206260795,KC1,3
6,-0.05117583133250849,-0.10060089921194963,-0.0034348852667929943,KC1,3
12,-0.07205094676278877,-0.12765734003227222,-0.024428605526916777,KC1,3
24,0.002388326982470667,-0.05830642093618173,0.061348549413638306,KC1,3
48,0.008868916383967479,-0.055243554830666744,0.07430388777131047,KC1,3
1,-2.135841240116722,-2.4131549656477733,-1.8839817747888203,KC1,4
6,-0.05758402952450033,-0.1124302323346505,-0.0030053444322169346,KC1,4
12,-0.035463113173235736,-0.08992589711946292,0.01857022490927371,KC1,4
24,-0.060006588727550145,-0.1219496290143523,0.003732164057602064,KC1,4
48,0.05775496662576733,0.00021736389996155988,0.1171936066355443,KC1,4
