horizon,n,MAE,RMSE,sMAPE,R2,Bias,model,station_id,station_name,site_type,seed,epochs,train_start,method_version
24,11065,5.048418933307933,7.713977100118128,45.51727511700235,0.10469565983636164,-1.2218576384889286,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
48,11065,5.095961992349934,7.8432924728894164,45.877370753617356,0.07459899424279448,-1.2335175347848946,hybrid,MY1,London Marylebone Road,Urban Traffic,2,30,station_available_history,gated_residual_v2
1,11065,2.9813827383184237,4.388762539797326,31.752749228943372,0.7111518442621014,-0.0017171259250675377,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
6,11065,4.778400361404161,6.8279009554679835,46.95545939180634,0.3010981116227509,0.007591504892826726,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
12,11065,5.471336044646975,7.989877708909433,51.295417786074296,0.041878850119470123,0.03262539553900838,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
24,11065,5.7602801626221325,8.583260177276376,52.68552813127854,-0.10845624248704255,0.05255309549382085,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
48,11065,6.4935231211144515,9.646922536743785,57.1072552744158,-0.3999442132121813,0.08685042942965457,persistence,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
1,11065,5.7437867148137265,8.56810973258756,52.45292753258271,-0.10091926637902393,-0.049344780692351764,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
6,11065,5.747446904601345,8.574967040425506,52.47661103384737,-0.10231751325583116,-0.03185720726261837,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
12,11065,5.750248531352363,8.579176499788007,52.53387873594985,-0.10466696859443103,0.003840940048723698,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
24,11065,5.7602801626221325,8.583260177276376,52.68552813127854,-0.10845624248704255,0.05255309549382085,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
48,11065,6.4935231211144515,9.646922536743785,57.1072552744158,-0.3999442132121813,0.08685042942965457,seasonal_naive,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
1,11065,2.79403196331122,3.9891664216971052,29.140243992072794,0.7613564275180424,-0.023990989391263987,xgboost,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
6,11065,4.186720990528632,5.923858219802737,39.67036207773238,0.4739208377938361,0.23973914034971003,xgboost,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
12,11065,4.756837009874556,6.759708550342009,43.52180205266801,0.31420217161284303,0.4657556752920474,xgboost,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
24,11065,5.236224648942249,7.498576825472941,46.18389812888145,0.1539974152373873,0.6834597864007713,xgboost,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
48,11065,5.6230392900113335,8.296039674347204,48.53148867349248,-0.03532043919542005,0.4586327969273775,xgboost,MY1,London Marylebone Road,Urban Traffic,3,30,station_available_history,gated_residual_v2
